|Index|Comment|Positive
1064|1064|Perhaps I just bought the wrong blend, but my husband and I didn't like it at all.  Since I bought two bags of it, I gave one to my daughter.  She didn't like it either.  We threw our rest of the bag out.|0
1065|1065|This coffee comes from Berkeley CA, home of antifa|0
1066|1066|"I purchased a 12 oz bag of Peet's Coffee - Big Bang (medium roast) whole bean at the local Kroger today. It was on a special display at the end of an aisle, on sale, and caught my attention. After recent changes to the reward program for a large coffee chain which drastically reduced the ""rewards"" for regular coffee drinkers, I made a vow to make my own at home and save money. I purchased a small KRUPS F203 coffee grinder (love it!) and am starting out on my own ""tasting tour"" of all the different whole bean coffees I can find locally available.I personally prefer medium roasts, and I REALLY liked the Peet's Big Bang. It is very smooth, a clean taste and not bitter at all. You may not like it if your preference is a darker roast, but I think light roast lovers would like this one.The Amazon price (currently $10.44) is a little more than the sale price I paid, but less than the ""regular"" price displayed at the grocery store. I will definitely buy this coffee again, and would be willing to buy it here if it becomes unavailable locally.------ Update ------This update is written about two months after my initial review. As someone who prefers medium roasts, this has become my daily choice. The local grocery store (Kroger) has run several specials on Peet's Big Bang (whole bean) over the past 8 weeks, and on sale (for $6.99), it is currently about half the price of the marketplace offerings here online."|1
1067|1067|Not thrilled about this purchase|0
1068|1068|"Peet's Major Dickason's blend is probably my favorite coffee to buy without shelling out big bucks for a premium artisan roaster. Yes, there are better coffees out there, but often you're paying twice as much for a coffee that isn't THAT much better. Before discovering Peet's I used to order Klatch rain forest blend (still my favorite coffee) and it was significantly more expensive. Now, most of the time I can find Peet's on sale, or order it cheap online for about half the price. A coffee that's 90% as good for half the price, I'll take it.Very dark roast, in my opinion, a touch darker than I prefer. That's the only ""warning"" I have."|1
1069|1069|Five stars for the coffee.  One star for the misleading description on the page.  The first line of the description states:2 x 12 ounce bags of Peet's Major Dickason's Blend Whole Bean coffeeWhat an excellent price for two twelve ounce bags!  That's because you don't get two twelve ounce bags.  You only get one.  No returns allowed!  Fix the wording Amazon!!NOTE:  Amazon has fixed the wording after two years.  I really don't require anyone else pointing that out to me.|0
1070|1070|Wow. I'd heard of this coffee, but didn't get around to trying it until now. It's incredible. When I opened the bag, I was concerned with how dark the coffee beans are, afraid they would taste burnt. Those beans are almost black. They're also really shiny. They look wet from the amount of oily bean goodness in them. I've used these to make standard brew and espresso. They make a very fine cup of standard strength coffee, but I think they really shine as espresso. Very dark, very rich, and surprisingly smooth. So much flavor, but not the bitterness I usually taste with dark roasts. I'm hooked!|1
1071|1071|Absolutely delicious. While it's a bit on the bitter side, it's still very fragrant and a little chocolatey. Not sure if its a packaging issue but the top of the bag tends to be stale while the middle and bottom tastes best though the bottom is kind of oily. I'd recommend giving the bag a good shake once you're halfway through to make sure your coffee is consistent. This is my go to since Costco stocks it in the 2lb variety and it's basically the only good coffee they stock.|1
1072|1072|Peet's decaf coffees are among the best I've had in decaf. The flavors are rich, complex and balanced, with no strange aftertastes like I get with some decaf coffees. I've tried the decaf versions of French Roast, Major Dickason's Blend and House Blend. French Roast is the darkest and most robust of the three, a truly traditional and satisfying French roast style. Major Dickason's is dark-to-medium with superb combination of of bright and deep aromas, and makes an excellent brew, even at varying strengths. House Blend is a medium roast, the lightest of the three, and makes a delightfully smooth cup. All three are highly recommended!|1
1073|1073|The best decaf hands down. So rich, it's unlike any other decaf I've tried. The color is gorgeous. I use a French press and it even produces a nice crema. Super full-bodied. Not harsh at all. I have a burr grinder but stopped grinding (other brands) since I found this. Now I need to find these beans whole and I'll grind again... That will be the ultimate. You can't even compare this decaf to others... It's that good.|1
1074|1074|Peet's decaf coffees are among the best I've had in decaf. The flavors are rich, complex and balanced, with no strange aftertastes like I get with some decaf coffees. I've tried the decaf versions of French Roast, Major Dickason's Blend and House Blend. French Roast is the darkest and most robust of the three, a truly traditional and satisfying French roast style. Major Dickason's is dark-to-medium with superb combination of of bright and deep aromas, and makes an excellent brew, even at varying strengths. House Blend is a medium roast, the lightest of the three, and makes a delightfully smooth cup. All three are highly recommended!|1
1075|1075|I have IBS, and have heard that dark roasts have less acid and are therefore more gentle on the stomach. It is surprisingly hard to find a decaf dark roast. After a lot of searching, this was the first I found, so I gave it a try. It tastes good, but even more importantly to me, my stomach handles it MUCH better than Folgers, etc. Really glad I found this blend, and hope they never stop making it!|1
1076|1076|This coffee is so good. The item came clean in good condition.Let me tell you if you are a coffee drinker but you don't want the caffeine this is the coffee for you. It is rich but no caffeine to keep you up at night.|1
1077|1077|Ditched our Keurig after is finally started having problems.  Had been so long since I bought a bog of beans or ground coffee we wanted to try something new.  Remembered Peets being recommended by a true coffee gormand.  So we bought a bag of this on sale at our local grocer (Publis) for $6.99 ($3.90 off the regular price).  It is everything the other positive reviewers have posted.  We will buy this again for sure.  Came on to Amazon to compare pricing and read the reviews before we opened the bag.|1
1078|1078|Peet's coffee has an interesting history. It predates starbuck$ and the founder of starbucks was actually mentored at Peet's. I like a deep, strong, robust coffee and Peet's delivers. It's Major Dickason blend is a dark roast that stands up to my french press, and even makes a good espresso. This is not a smooth Kenny G. blend, this is a hard rock grab you by the throat and scream here I am! blend. I don't drink my coffee with anything, no sweetener, no milk or cream to obscure the taste, so I need a really good coffee that is strong without being bitter and Peet/s Major Dickason's Blend is a really good choice.|1
1079|1079|Awesome awesome coffee!!! First I was attracted to the package because it looked different from others. By the way, this is The Best Coffee I ever found at the regular grocery store shelves. I love the aroma from the bag and the coffee in the cup!!! I will keep buying this one and will be my signature morning coffee in my home... <3|1
1080|1080|PEETS IS THE BEST!.....But order from them directly at the PEETS website because they don't roastYour beans until you order them and the result is that you get the freshest beans possible for a great price. They have subscription discounts and shipping is cheap. Trust me, nothing beats getting beans in your mail box that were roasted only a couple of days prior!|1
1081|1081|My favorite peet's coffee was the cafe domingo but, I think they stopped making it.  Brazil Minas is a close second to cafe domingo, it's still really good though.  Brazil Minas is super smooth and has a slight carmel nuttiness to it, I love the smell you get from smelling the bag. This is a regular buy for me.|1
1082|1082|Disclaimer: I am by no means a coffee aficionado. I like to change the grind I buy fairly frequently to find what I like, usually opting for what's on sale to have during the week when all I really need is just a little bit of a caffeine boost to get me through the day. However, I always have a bag of Peet's coffee on hand to serve when I have guests in town. I've always loved Peet's coffee, but I especially love this Columbia Luminosa blend. It has a nice rich aroma, medium bold flavor, and low acidity/bitterness. By comparison, I've had Jablum Jamaica Blue Mountain Coffee, Ground 8oz which is touted as the best in the world because of it's low acidity and bitterness. I'd say this comes 75% close to that same level of mouth feel, but not nearly as expensive. I've served this after dinner to guests on at least three different occasions, and during each time, at least one person has asked me what kind of coffee I made as they felt it tasted really good.Well, I apparently outed myself and my husband found out my secret. He says I'm holding out on him by only serving the good stuff when people are in town. I tried to explain to him its like how we only have the nice hand towels in the guest bathroom, but he wasn't having any of it. A few times I've caught him dipping into my secret stash of Peet's coffee to use in the mornings for our day to day. Guess I'll be reordering soon, and possibly adding this to my monthly subscribe and save.|1
1083|1083|Major DIckason's is a signature blend of Peet's brand.  To me, it's a full flavor profile without excess acidity; bright enough to be an everyday coffee.  Peet's are now owned by a German coffee conglomerate (they own Stumptown, Keurig and Caribou too).  You will see Peet's in more distribution channels than ever, yet product quality has not suffered as a result.|1
1084|1084|Dissapointed. Description led me to believe this to be a bold, dark roast, without bitterness. Does not taste dark, has a very btter, acidic taste, which lingers far after the cup is gone. I need to go brush my teeth to rid the bad taste. And, I feel like I have heartburn from the acidity. Uggh|0
1085|1085|Really like this coffee and I'm a coffee snob.  Much better than DD, Starbucks, and the weird $12 for a small container fair trade, vegan, organic, single source coffees you can find out there.  Good day-to-day coffee.Available via Amazon dash which is great too.|1
1086|1086|Flavor was not all that spectacular, as their marketing team would have you believe.  Far more problematic was that grind was a fine as one can get, i.e. for espresso.  This level of grind should always be called out, since most people use other brewing methods, a french press in my case.|0
1087|1087|If you hate bitter coffee but like strong coffee this is the one for you! Once I tried this brand I will not drink any other coffee unless I'm dining out. It's smooth and flavorful along with being cost effective.|1
1088|1088|I was expecting a little better for the price.  It's smooth and uncomplicated.  For a medium roast I was expecting a little more complexity.  Live and learn, I probably won't buy again.|0
1089|1089|I was indecisive for a long time about my favorite coffee, but Major Dickasen's is among my top favorites, along with 8 O'clock Original and Colombian flavor.I usually purchase at Sam's Club for the largest possible size at a good price.I use a Kuerig K45 Elite and reusable mesh baskets to wash out the flavors. This ensures every cup is fresh for me.|1
1090|1090|Peets has been a favorite of mine--especially the Major Dickason's, Sumatra, and Aged Sumatra.  I like the strength of the beans without any bitterness.  I have tried many, many others, but Peets still comes out on top...|1
1091|1091|Great price for half a pound. Great coffee quality as always from Peet's. Blows Starbucks away as the best chain coffee.|1
1092|1092|We always buy Peets coffee, but always shop the sales because it can be pricey. Ordering on a subscription means we've always have a stash of our favorite coffee at a rock bottom price. You can't beat the convenience of home delivery.|1
1093|1093|If you're going mainstream with your coffee, Peet's is the way to go. It's not burned, has a great robust flavor that doesn't get watered down by simple additions. There's nothing more annoying than making a should-be strong cup, adding a little half-and-half and then wondering where the flavor of your coffee went. Peet's has a large assortment of grounds as well, which is nice if you're the type that likes to venture from the ordinary with different traditional coffees. I used to drink Starbucks, but their coffee is routinely burned and acidic. This is well-rounded in comparison and strong, without being too bitter.|1
1094|1094|Oh how I wish this was a cheaper brand. I drink too much coffee to buy the premium coffee much, but this is a great tasting coffee. I drink it black|1
1095|1095|i give a four star to this product simply because it is too strong for me personaly. i am typically in the range of medium to dark but this is for people who like deeper end of the roast spectrum|1
1096|1096|Yummy coffee!  I have tried all kinds of decaf and this stuff is the best, even better than Starbuck's decaf.  My problem is finding it in stock at the supermarket so I think I will start just ordering it here on Amazon.|1
1097|1097|I bought 3 different Peet's coffee. Columbia Luminosa, Costa Rica Aurora, and Big Bang. All were very good, but a bit too expensive for my tastes.|1
1098|1098|Very good decaf coffee.  Very Flavorful.|1
1099|1099|Love this coffee! Delivered fresh. There's a lot of flavor but not enough depth (I have to mix it with another strong coffee so get the perfect depth and flavor I want). I would purchase again!|1
1100|1100|Perhaps I am not brewing this coffee correctly. I read all the rave reviews about it being rich and not bitter. I've tried various amounts in my Bonavita 1800 brewer and it always comes out tasting bitter. I did buy the pre-ground and not the beans so Im wondering if its because the pre-ground coffee is too fine and it needs to be more coarse? Unlike most drip coffee makers the bonavita extracts coffee extremely well. I may have to get some beans and give this coffee another shot ground up more coarsely.|0
1101|1101|In my opinion, there is much better, richer espresso on the market. Personal taste I suppose, but not my cup of tea (um, coffee).|0
1102|1102|We essentially stopped buying all other brands once we tried Peet's.  Rich, roasty, complex, all variants good but not sharp/burnt tasting like a Starbucks.HOWEVER - this price it utterly ridiculous.  Target, Wegman's, Shoprite all sell for ~$9/bag.  Costco started selling the bags of beans as well for a good price (I can't recall).|1
1103|1103|Very good smooth coffee.  I prefer medium to dark roasted coffees and this fits the bill.  This coffee is rich, smooth and not bitter at all.  I will definitely be purchasing this again.  Highly recommend.|1
1104|1104|Coffee arrived to me and is expiring in 2 days. Watch out for expiration dates. There's obviously no way we can go through the entire package in 2 days. Requested refund.|0
1105|1105|Well balanced--my hubby likes it black and yI love it with milk and sugar. We searched a long time for a mutually loved coffee and Columbia Luminosa seems to hit the mark.|1
1106|1106|I finally found an excellent decaf ground coffee, in the form of Peet's French Roast decaf, ground, in 12oz. bags.I've been buying it for months at local Ralph's markets, as they regularly on 'sale', for $8.99 per 12oz. bag.This makes a great cup of coffee that actually tastes like good coffee, and is a decaf.Now if I can only find an on-line seller for less.|1
1107|1107|Was super happy with the quality of this coffee. Freshly roasted, and full of flavor when it arrived, on time, and as promised. On the light side of medium roast, which I love, and is every bit as good as much higher priced beans. Highly recommend!|1
1108|1108|While some reviewer here grouse about the price, it is indeed a 'price performance' winner, particularly since a major 'Warehouse' store (known for a flat 20% markup) began carrying it.  It certainly trumps Starmucks.  I find the blend VERY sensitive to brewing (over heating, or mis-handling), and loses much when simply transferred from a pot to a glass thermos (perhaps the trip in the air oxidizes the chocolate over-tones... dunno); cream users will not notice this nuance. Some users here claim that 'fresh coffee' (beans, or ground?) makes a big difference; that observation makes sense.  I do know iti began as a daily requested mixture by a MISTER Dickerson (1/2 Sumatra, 1/2 Columbian), and was put on the wall when many of the employees and customers preferred his request too.|1
1109|1109|Tastes like Folger’s that has been sitting on a hot plate for 5 hours.  I realize that many people like the “burnt toast” ruination of Peet’s and Starburnt, but I don’t.  It overwhelms any other flavor in the beans.  It is if they use a blowtorch after every roast.  Peets bought Intelligensia.  Hopefully, they will learn from their roasters how to roast beans.  I had one bag of Big Bang that was good.  I guess they forgot to torch it. I have drunk my last cup of Peets.|0
1110|1110|You can't call yourself an expert if you get the grind wrong and sell your errors to the public. I'm no expert either, but read enough to know that one reason why coffee tastes bitter is by over-grinding the beans. The grind is a powdery and gritty texture. The aroma is wonderful though. My nose was very happy. Since you take in the element to a degree by your whiffer, you could probably say that you had your coffee without drinking it. That way you stay euphoric through it's aromatic scent, without tainting your tasty buds from the finished product. Who knows, maybe you're able to create a good flavor, using a better quality coffeemaker and water.|0
1111|1111|Love this coffee!  I usually drink Starbucks but for the price this has a nice dark flavor that's great black.  Easy to drink and house guests always ask what kind of coffee they're enjoying!|1
1112|1112|Recently purchased this after years of drinking Starbucks, and it is so good. No bitterness, and smooth going down. Whole beans and grinding them yourself is the way to go!|1
1113|1113|I am in love with this coffee!!!  It's so good!  Using a grinder in a  blender/.grinder integrated into my coffee pot, when it cracks one bean, the entire kitchen smells heavenly.  I love coffee, but these beans are the best of the best.  They are roasted, and even has a date of roasting on it.|1
1114|1114|I love this coffee. It's smooth and bold, not bitter at all.|1
1115|1115|Peet's is a very good gourmet coffee. All of their product is at the top. However, this product via Amazon is old roast. I will never buy this product at Amazon again.|0
1116|1116|However.... two of the six packages that we received smelled like cat urine, as though a cat sprayed the outside of the packages.|1
1117|1117|"No! Just no! I know tastes differ but this is terrible. Smells of burnt tobbacco and has a very ""off"" taste. Not for me. I was looking for a new coffe to try and came across this one. It had great reviews so I gave it a shot."|0
1118|1118|Excellent.|1
1119|1119|Bought this for my son who is a heavy coffee drinker and he loves it over all others.|1
1120|1120|Makes good espresso, good price.  Win/win.|1
1121|1121|Great coffee, love the dark roast taste, very smooth and not bitter at all.|1
1122|1122|Good coffee beans. One of my favorites right now.|1
1123|1123|It tastes okay to me, but it's a bit too much like Charbucks burnt tasting for me to reorder this product.|0
1124|1124|This is a review for the Peet's Colombia Luminosa ground coffee. First, this is a light roast, so it's important to understand that, at least in my opinion, light roasts are an acquired taste. This has a delicate sweetness, great body, and a balanced acidity level that is really perfect for sipping black. It's hard for me give 5 star reviews, but this really edges up to about 4.3 in my book for a light roast, so I'm rounding it up.|1
1125|1125|Our favorite.|1
1126|1126|The best coffee ever.|1
1127|1127|Great coffee at a great price|1
1128|1128|Very flowery|0
1129|1129|I love this coffee! it is one of the few truly bold decaf coffees I have found.|1
1130|1130|Pleasant but expensive for the taste. You have to be a die-hard fan of Peet's, I think.|0
1131|1131|Love, love, love this coffee. I order 3 bags a month. Not too bitter but not weak at all and it's strength is easily adjusted by more or less in the basket.|1
1132|1132|Very nice flavor|1
1133|1133|Glad to be able to find Peet's Decaf at a reasonable price.  Hope to see some whole bean decaf soon.|1
1134|1134|Purchased this through my Peet's dash button. Personally like the flavor and product arrived quickly.|1
1135|1135|One of my favories. Light roast which for me was number 1 requirement, great taste. Go turkish style coffee!|1
1136|1136|Peet's Big BANG brewed to Perfection by a Bonavita Coffee Maker.  Life is GREAT.|1
1137|1137|Thought it would be a little milder...but using less grounds has made it more appealing to the taste.|1
1138|1138|I love Peet's regular coffee, but this decaf blend is awful.  I use a French press, so maybe that's it.  I'm wide open for decaf advice.  I'm pretty sensitive to caffeine - insomnia, anxiety, a couple of murders, etc. - but I love the taste of good coffee.  I can't even mix some of this with Peet's regular coffee because it tastes so bad.|0
1139|1139|Taste great. A good change in coffee verses buying Starbucks.|1
1140|1140|One of the best tasting bean coffees I've used.|1
1141|1141|This is some tasty coffee and makes a damn good cup of joe. I am now mixing this with a lighter blend and it hits the spot in the morning. Get some on sale if you can|1
1142|1142|This coffee is so good. Very smooth and has a excellent taste.|1
1143|1143|Small groups run on coffee... Pastor's Choice :)|1
1144|1144|So happy with the convenience of getting out coffee delivered. No more running out!!|1
1145|1145|not bitter and perfectly balanced. great find on subscribe and save|1
1146|1146|Love this stuff, nice flavor, not to bold and taste so so so good in the morning|1
1147|1147|Awesome coffee, great flavor and no bitterness. Great taste to start the day!|1
1148|1148|Peet's is my favorite coffee. Whenever I buy bulk or switch brands I can immediately taste the difference when going back to peet's. It's not the cheapest, but also not the most expensive. You won't be disappointed if you try it in my opinion.|1
1149|1149|An excellent decaf coffee, one of my favorites.|1
1150|1150|fresh, fast ship|1
1151|1151|Order the 12 oz. Honestly... it is just ridiculously small for $9. I mean, like a handful of beans. Can finish it in 3-4 days. Ridiculous they do not offer larger sizes for specific beans.|0
1152|1152|Average and very overpriced coffee.|0
1153|1153|love this coffee, beans are roasted dark with a nice shine to them, these are good beans roasted right!|1
1154|1154|I use this coffee. Love it! I came on here to see if I could save money... NOPE.I actually just paid $6.99 at Safeway/Vons. Guess I'll just stock up next time it's on sale.|1
1155|1155|This is great tasting coffee,|1
1156|1156|Tastes great but Peet's coffee make me so jittery - more than any other coffee. I make mine a bit weak and add milk.|0
1157|1157|Product arrived quickly just as promised.  Will buy again !|1
1158|1158|Very nice blend with the right balance|1
1159|1159|Great coffee with a good taste for me.|1
1160|1160|This is the first decaf coffee that I have purchased that I actually enjoy.  Purchased on sale and with a $1.00 coupon, so my price was $8.00.  I was hoping to see this available on S & S at a discount.|1
1161|1161|Good coffee.|1
1162|1162|So finely ground that is seeps through my k-cup coffee filter, but taste is good.|1
1163|1163|Peet's is superior coffee all around.|1
1164|1164|I usually am not a fan of decaf after drinking regular all these years but Peet's has the best tasting decaf I have ever tasted. I'm pregnant and it's going to make my caffeine transition so much easier!|1
1165|1165|Delicious coffee!|1
1166|1166|I love this coffee!  It has a very full body and yet not high in acidity.  I have always liked  full bodied coffee but this is simply the best.|1
1167|1167|I like to serve this to my guests...it is a real favorite!|1
1168|1168|Unlike the other reviewer, I'm going to actually rate this product based on the product itself, and NOT the price or the seller (after all, that's what PRODUCT reviews are for, right?).  Even if the asking price was $1,000/oz, I would still give this great product 5 stars, because it's just that - a great product.  It certainly does not deserve a single star next to it on the main product page.When it comes to decaf coffee, usually you have to sacrifice taste.  Not so with Peets Major Dickason's Decaf.  This is my absolute favorite decaf coffee, and it's the only decaf I've been drinking for the past 2 years, since I gave up caffeine.I probably won't be purchasing from Amazon because there are plenty of local Peets Coffee shops near both my home and work, and can get whole bean for about $15/lb.Can you tell I have a pet peeve of reviewers that mar a products rating because someone is asking a price they don't agree with?|1
1169|1169|Bad flavor, tasted like old beans. Probably from all the damp conditions in San Francisco where this is from. Basement bean coffee? Maybe I got a bad bag.....would not recommend.|0
1170|1170|I ordered this after tasting it at my son's house. Nice rich flavor.|1
1171|1171|The price of this coffee is absurd -- 20 bucks and then shipping tacked onto it? It's 10 bucks in the grocery store.That being said ...Major Dickason is my favorite Peet's blend -- not too dark like the French Roast but more interesting and slightly more nutty than the house blend. This is ground, however, which just isn't the same as grinding your own beans. I highly recommend getting a grinder and taking the extra few minutes to grind the beans -- it makes a ton ton TON of difference.|1
1172|1172|Great taste, better than Starbucks :)|1
1173|1173|Best French Roast decaf I've ever tasted. I must say though, I've really not seen a lot of it out there.|1
1174|1174|Good quality|1
1175|1175|Great coffee. It smells nice and I don't have problems taking it anytime of the day . Its so delicious|1
1176|1176|I'm sure that this is great coffee, but it keeps clogging my Gaggia Titanium machine.  We did a full clean-out, vacuum, and started it up again, and again an instant clog in the grinder.  The machine reported that we needed to add beans, and upon inspection the grinder was full of half-ground beans that weren't getting ground up and sent to the brew group.  Went through this vacuum and restart process two more times and finally on the 4th try, we used a different brand of beans.  The machine works fine now.|0
1177|1177|Love PEET's cofee.|1
1178|1178|It both tastes and smells very nice, I would definitely have more of this in the future|1
1179|1179|Dark, bold and delicious! I bought this at my local grocery store 6 months ago and its still favorite blend!|1
1180|1180|THIS COFFEE WILL MAKE YOU POOP YOUR BRAINS OUT. Seriously.But other than that, it is my new favorite. I buy a 12 pack of kcups at Kroger for 7.99 which totally trumps the 10.99 box of ten Starbucks kcups. If you love dark, strong coffee, this is it. I don't even care for Starbucks anymore.|1
1181|1181|Love the robust taste.|1
1182|1182|Another good coffee from the Northwest for this Northeast guy!|1
1183|1183|best coffee you can buy!!!!|1
1184|1184|The coffee is tasty but why is it so expensive here?  I bought this at the grocery store last weekend for $7.99.|1
1185|1185|This is amazing with a French press. Love the aroma.|1
1186|1186|I like light roast coffee and I like Peet's. This is very good coffee.|1
1187|1187|Nice bold beans.|1
1188|1188|Great tasting coffee. Works well in our machine and tastes absolutely delicious!|1
1189|1189|The flavor.|1
1190|1190|Best Coffee I've ever tasted! Excellent|1
1191|1191|Peet's has been my all-time favorite since I lived in San Francisco and frequented their establishment there. Major Dickason's is my favorite blend.  However, if you're lucky enough to live near a supermarket that sells it (and many do), you'll see that $13.49 is way overpriced for one 12-ounce bag. It's about 9 or 10 dollars, and on sale (which is often) about 8 dollars at the supermarket.  Amazon can do better. I was hoping to find it cheaper here so I could order it in bulk, but nope.This is just to say, if you haven't tried Peet's coffee, you owe it to yourself.|1
1192|1192|great coffee|1
1193|1193|The best coffee!!|1
1194|1194|The 2 stars is for the price, not the product. Peet's Major Dickason's Blend is one of my all time fave coffees. I buy the 12 oz. whole bean bags at my local Vons for 9 bucks a bag all the time. So unless you're agoraphobic or paralyzed save the extra 15 bucks or so that they're charging here and buy locally. It makes a great cup o joe as well as espresso, just grind accordingly.|0
1195|1195|Loved it!|1
1196|1196|Light|0
1197|1197|Best coffee on the market!|1
1198|1198|love peets. wholle bean and french press tastes so good|1
1199|1199|Great coffee but not much of a deal here. Just bought at Safeway yesterday for 5.99 (12 oz)|1
1200|1200|I like this coffee a lot.|1
1201|1201|This dark roast is awesome! I usually like my coffee creamed but I'll make an exception for this!|1
1202|1202|This is seriously the best dark coffee I've ever tasted! I'm gonna be buying this from now on...|1
1203|1203|Great-tasting dark coffee. It's one of the best I've had. I would def buy again.|1
1204|1204|it's Peets coffee.  What else can you say?  This makes great coffee|1
1205|1205|I've always enjoyed Peet's coffee, but after my father introduced me to this blend and to the Uzuri blend --two of my current top favorites-- I am now a huge fan.  Smooth cups of coffee every time.|1
1206|1206|This is good coffee in any of the flavors and is the only coffee we drink. However, the price at the local grocery store is about $4.50 cheaper.|0
1207|1207|Excellent flAvor|1
1208|1208|Better than Peets Major Dickinson, better body and flavor.|1
1209|1209|smoky delicious with aroma that I am looking for.  I drink it hot in black with blue agave.  3 full teaspoons in 4-5 oz of hot water.  Works well with French press or dripping.  Great coffee anytime!|1
1210|1210|Great coffee|1
1211|1211|It is the best one at this price|0
1212|1212|Good but very robust|0
1213|1213|My local Walmart and Target both have this, ground or whole bean, at a regular price of less than $9 per 12 oz. bag. It's WAY overpriced here.It is an excellent coffee - I'm drinking it as I write this: an interesting hint of woody, creamy, citrusy taste that's dark but without the burnt aftertaste that comes with many dark roasts.|0
1214|1214|My local Walmart and Target both have this, ground or whole bean, at a regular price of less than $9 per 12 oz. bag. It's WAY overpriced here.It is an excellent coffee - I'm drinking it as I write this: an interesting hint of woody, creamy, citrusy taste that's dark but without the burnt aftertaste that comes with many dark roasts.|0
1215|1215|I made this my usual way, strong and rich, a heaping standard coffee scoop for a 10-oz mug through a #2 Melitta, and it took me back to the old days when I lived in the Bay Area, namely that Peet's is not my friend. Decent aroma, good color, but high in acid, a problem that I don't have with my Songbird coffees(from Thanksgiving Coffee of Ft Bragg, Ca.) or Santa Cruz Roasting beans.|0
1216|1216|This product was perfect! I bought it as a gift and my boyfriend loved it!!|1
1217|1217|This is an edit of my first review, where I said the price was a little high, but at that point I hadn't noticed that both my local Walmart and Target carry it for less than $9.So don't buy it here - though it's a great coffee. I use this coffee as a drip-grind coffee, not French-press or expresso where so many people love it. It's still 5 stars!This coffee is excellent: it's called a dark roast but it tastes more like a medium or medium-dark roast and doesn't have much bitter/burnt taste so common in such roasts. It's woody with a hint of a citrusy taste. It's a little creamy and earthy. There's a considerable complexity of tastes which reminds me of Eight O'Clock's Bocar Blend, but Bocar is not as bold - but it is around 2/3 the price.  Eight O'Clock's Columbian (my most-brewed in the AM coffee) is as bold with a little less complexity and a more woody taste, again at 2/3 the price. It most closely reminds me of Starbuck's Caffe Verona, which is a little more chocolately in taste and is usually around $8 for one about same sized bag at Amazon.|0
1218|1218|Not good...don't buy. Get Major Dickason|0
1219|1219|My local Walmart and Target both have this, ground or whole bean, at a regular price of less than $9 per 12 oz. bag. It's WAY overpriced here.It is an excellent coffee - I'm drinking it as I write this: an interesting hint of woody, creamy, citrusy taste that's dark but without the burnt aftertaste that comes with many dark roasts.|0
1220|1220|"We love Peet's Coffee and have been drinking it for years, and Major Dickason's Blend is our go-to flavor for every day brewing. Whether we are using the K Kups at work or grinding whole beans at home, this blend brews up good, dark, and delicious. The fragrance fills our offices and home, so that the uninitiated are soon asking, ""What are you drinking? It smells so good!"" And it tastes just as good as it smells. It's the perfect combination of beans in our opinion, and we can never get enough of it. Whether we brew it for breakfast to start the day, refrigerate it to drink it cold, or brew another pot to enjoy with dessert after a dinner with friends, it is always just right and warmly accepted by all of our friends. We must say, after sharing this brew with our guests, we've converted more than a few people into Peetniks (Peet's Coffee fans). One taste, and you'll likely be a convert too. Enjoy!"|1
1221|1221|Great find on warehouse deals.Was a little skeptical on coffee as a warehouse deal but I trust Amazon so took a shot.Arrived sealed, fresh, tasted great.The only difference between this bag and the last one we bought was the warehouse deals sticker was on it.Saved a TON.So worth it.|1
1222|1222|beans were roasted in January ....best if used by in two weeks...beans have been sitting around for awhile.....have not opened bag yet...dont think i will be able to grind and drink in two weeks..im getting old stock coffee beans..rotate your stock...not happy|0
1223|1223|"Nice full-bodied flavor here. This roast stand up to being brewed ""bold"" which is how I like it. Some blends get bitter when they're brewed strong, this isn't one of those. I'm not going to describe it in flowery terms. Just suffice it to say the stuff is great."|1
1224|1224|This rich coffee tastes great.  It appears to be freshly roasted and smells fantastic.  I ground some up and brewed it in a regular coffeemaker and wow.|1
1225|1225|I really wish Amazon would sell Peet's holiday blend. This is an ok standby. Just a tad bitter. To us, we think the Starbucks dark roast is better tasting. Peet's has some really great coffee's so not sure why Amazon is pushing this particular coffee. We still order this via our DASH BUTTON just to have some on hand for when we run out of Starbucks.|1
1226|1226|This medium roast coffee was recommended from America's Test Kitchen and I am pleased with the flavor... very robust! I read somewhere that the medium roast gives more caffeine than the darker roast. Maybe true, maybe not. But I am very zoomed after drinking it! Cleared a day's work in an hour! Yikes! LOL|1
1227|1227|This is the BEST decaf coffee I've found. When constant migraines made me seek out an alternative to full-caffeine coffee I had a very hard time finding any decafs that didn't taste bitter and stale. This is the only decaf I have found that is not only tolerable but actually tasty! And no more daily migraines! yeay!|1
1228|1228|This stuff is great, I have bought countless bags.  I alternate between this and Peet's French Roast.  If you like dark roasts, this is definitely worth a try!|1
1229|1229|I have going through a phase of wanting to try different types of coffee so i ordered Peet's. The coffee was flavorful and i am glad i chose to give it a taste for the month. Only negative comment I have is that the 12oz i received was roasted 4 months ago and says it was the freshest a month ago on the package.|0
1230|1230|Perfect taste for us. We usually drink the Pike Place at Starbucks and these are about the same.|1
1231|1231|This is my new favorite coffee. Very dark, very robust, very smooth and very strong. Great price compared to the local grocery store. I get it on subscribe and save and look forward to having my two cups every morning!|1
1232|1232|I've been trying out water-process decaf coffees during my pregnancy, and this one and Tim Horton's are the winners.|1
1233|1233|This is my absolute FAVORITE coffee. I cannot tolerate caffeine but love the taste of coffee and cream. I tried this on a whim and fell in love. It's rich and satisfying.|1
